uid,tax-identifier,tax-name,article,corpus,organisme-affectataire,classification,date,montant
1591,276,Taxe due par les concessionnaires d'autoroutes,article 302 bis ZB,code général des impôts,Agence de financement des infrastructures de transport de France,Agence de l'État,2012-01-01,555.0
1592,276,Taxe due par les concessionnaires d'autoroutes,article 302 bis ZB,code général des impôts,Agence de financement des infrastructures de transport de France,Agence de l'État,2013-01-01,555.0
1593,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Agence française de lutte contre le dopage,Agence de l'État,2008-01-01,0.0
1594,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2007-01-01,40.0
1595,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2008-01-01,43.0
1596,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2009-01-01,43.0
1597,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2010-01-01,43.0
1598,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2011-01-01,43.0
1599,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2012-01-01,43.0
1600,264,Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives,article 302 bis ZE,code général des impôts,Centre national pour le développement du sport,Agence de l'État,2013-01-01,43.0
1601,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2007-01-01,0.0
1602,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2008-01-01,0.0
1603,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2009-01-01,0.0
1604,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2010-01-01,1.0
1605,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2011-01-01,1.0
1606,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2012-01-01,1.0
1607,257,Taxe sur les boues d'épuration urbaines ou industrielles,article 302 bis ZF,code général des impôts,Fonds de garantie des risques liés à l'épandage des boues d'épuration urbaines ou industrielles,Contribution rendue obligatoire par l'État,2013-01-01,1.0
1608,2,Cotisation spéciale sur les boissons alcooliques,article 402 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2010-01-01,525.0
1609,2,Cotisation spéciale sur les boissons alcooliques,article 402 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2011-01-01,592.0
1610,2,Cotisation spéciale sur les boissons alcooliques,article 402 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2012-01-01,590.0
1611,2,Cotisation spéciale sur les boissons alcooliques,article 402 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Affectation initiale aux organismes de sécurité sociale,2013-01-01,680.0
1612,4,Droit de consommation sur les produits intermédiaires,article 402 bis,code général des impôts,Régime de protection sociale des non salariés agricoles,Réaffectation aux organismes de sécurité sociale,2008-01-01,107.0
1613,1139,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 403 et 1615 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2010-01-01,119.0
1614,1139,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 403 et 1615 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2011-01-01,122.0
1615,1139,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 403 et 1615 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2012-01-01,125.0
1616,1139,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 403 et 1615 bis,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2013-01-01,127.0
1617,5,Droits de consommation sur les alcools,article 403 I,code général des impôts,Divers régimes de sécurité sociale,Affectation initiale aux organismes de sécurité sociale,2007-01-01,1990.0
1618,5,Droits de consommation sur les alcools,article 403 I,code général des impôts,Divers régimes de sécurité sociale,Affectation initiale aux organismes de sécurité sociale,2008-01-01,2005.0
1619,5,Droits de consommation sur les alcools,article 403 I,code général des impôts,Régime de protection sociale des non salariés agricoles,Affectation initiale aux organismes de sécurité sociale,2008-01-01,0.0
1620,5,Droits de consommation sur les alcools,article 403 I,code général des impôts,Régime de protection sociale des non salariés agricoles,Affectation initiale aux organismes de sécurité sociale,2009-01-01,2031.0
1621,3,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 438,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2008-01-01,114.0
1622,1139,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 438,code général des impôts,Régime de protection sociale des non salariés agricoles,Réaffectation aux organismes de sécurité sociale,2007-01-01,0.0
1623,1139,"Droit de circulation sur les vins, cidres, poirés et hydromels",article 438,code général des impôts,Régime de protection sociale des non salariés agricoles,Réaffectation aux organismes de sécurité sociale,2008-01-01,0.0
1624,1140,Taxe sur les véhicules de société,article 438,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2010-01-01,995.0
1625,1140,Taxe sur les véhicules de société,article 438,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2011-01-01,927.0
1626,1140,Taxe sur les véhicules de société,article 438,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2012-01-01,998.0
1627,1140,Taxe sur les véhicules de société,article 438,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2013-01-01,932.0
1628,4,Droit de consommation sur les produits intermédiaires,article 520 A,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2010-01-01,98.0
1629,4,Droit de consommation sur les produits intermédiaires,article 520 A,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2011-01-01,94.0
1630,4,Droit de consommation sur les produits intermédiaires,article 520 A,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2012-01-01,100.0
1631,4,Droit de consommation sur les produits intermédiaires,article 520 A,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2013-01-01,74.0
1632,6,Droit sur les bières et les boissons non alcoolisées,article 520 A,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2008-01-01,375.0
1633,6,Droit sur les bières et les boissons non alcoolisées,article 520 A,code général des impôts,Régime de protection sociale des non salariés agricoles,Réaffectation aux organismes de sécurité sociale,2008-01-01,0.0
1634,9904,Contribution perçue sur les boissons et préparations liquides pour boissons destinées à la consommation humaine,article 520 A et 520 B,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2011-01-01,0.0
1635,9904,Contribution perçue sur les boissons et préparations liquides pour boissons destinées à la consommation humaine,article 520 A et 520 B,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2012-01-01,150.0
1636,9904,Contribution perçue sur les boissons et préparations liquides pour boissons destinées à la consommation humaine,article 520 A et 520 B,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Réaffectation aux organismes de sécurité sociale,2013-01-01,153.0
1637,554,Droit de licence sur la rémunération des débitants de tabacs,article 568,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2007-01-01,0.0
1638,554,Droit de licence sur la rémunération des débitants de tabacs,article 568,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2008-01-01,277.0
1639,554,Droit de licence sur la rémunération des débitants de tabacs,article 568,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2009-01-01,306.0
1640,7,Taxe sur les prémix,article 575,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Affectation initiale aux organismes de sécurité sociale,2010-01-01,0.0
1641,7,Taxe sur les prémix,article 575,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Affectation initiale aux organismes de sécurité sociale,2011-01-01,0.0
1642,7,Taxe sur les prémix,article 575,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Affectation initiale aux organismes de sécurité sociale,2012-01-01,0.0
1643,7,Taxe sur les prémix,article 575,code général des impôts,Caisse nationale d'assurance maladie des travailleurs salariés,Affectation initiale aux organismes de sécurité sociale,2013-01-01,0.0
1644,715,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2007-01-01,799.0
1645,715,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2008-01-01,984.0
1646,715,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2009-01-01,3163.0
1647,1138,Droits de consommation sur les tabacs,article 575,code général des impôts,Multiples (social),Réaffectation aux organismes de sécurité sociale,2007-01-01,8329.0
1648,1138,Droits de consommation sur les tabacs,article 575,code général des impôts,Multiples (social),Réaffectation aux organismes de sécurité sociale,2008-01-01,8342.0
1649,1138,Droits de consommation sur les tabacs,article 575,code général des impôts,Multiples (social),Réaffectation aux organismes de sécurité sociale,2009-01-01,6062.0
1650,1381,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds unique de péréquation,Prélèvements péréquateurs,2008-01-01,119.0
1651,1401,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2008-01-01,0.0
1652,1401,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2009-01-01,396.0
1653,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2010-01-01,9745.0
1654,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2011-01-01,10536.0
1655,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2012-01-01,10515.0
1656,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Caisse centrale de la mutualité sociale agricole,Réaffectation aux organismes de sécurité sociale,2013-01-01,10767.0
1657,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2010-01-01,326.0
1658,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2011-01-01,143.0
1659,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2012-01-01,438.0
1660,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Divers régimes de sécurité sociale,Réaffectation aux organismes de sécurité sociale,2013-01-01,438.0
1661,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de solidarité,Agence de l'État,2010-01-01,129.0
1662,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de solidarité,Agence de l'État,2011-01-01,137.0
1663,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de solidarité,Agence de l'État,2012-01-01,139.0
1664,9881,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de solidarité,Agence de l'État,2013-01-01,140.0
1665,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2007-01-01,411.0
1666,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2008-01-01,372.0
1667,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2009-01-01,0.0
1668,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2010-01-01,0.0
1669,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2011-01-01,0.0
1670,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2012-01-01,0.0
1671,9926,Droits de consommation sur les tabacs,article 575,code général des impôts,Fonds de financement de la protection complémentaire de la couverture universelle du risque maladie,Agence de l'État,2013-01-01,361.0
1672,240,Taxe additionnelle aux droits d'enregistrement et à la taxe de publicité foncière perçus au profit des départements,article 678 bis,code général des impôts,Centre des monuments nationaux,Agence de l'État,2007-01-01,70.0
1673,9885,"Droit de timbre sur les demandes de naturalisation, les demandes de réintégration dans la nationalité française et les déclarations d'acquisition de la nationalité en raison du mariage",article 958,code général des impôts,Office français de l'immigration et de l'intégration,Agence de l'État,2011-01-01,6.0
1674,9885,"Droit de timbre sur les demandes de naturalisation, les demandes de réintégration dans la nationalité française et les déclarations d'acquisition de la nationalité en raison du mariage",article 958,code général des impôts,Office français de l'immigration et de l'intégration,Agence de l'État,2013-01-01,4.0
1675,9886,Droit de timbre annuel conditonnant l'accès à l'aide médicale de l'Etat,article 968 E,code général des impôts,Fonds national de l'aide médicale de l'État,Réaffectation aux organismes de sécurité sociale,2011-01-01,3.0
1676,9886,Droit de timbre annuel conditonnant l'accès à l'aide médicale de l'Etat,article 968 E,code général des impôts,Fonds national de l'aide médicale de l'État,Réaffectation aux organismes de sécurité sociale,2012-01-01,3.0
1677,9886,Droit de timbre annuel conditonnant l'accès à l'aide médicale de l'Etat,article 968 E,code général des impôts,Fonds national de l'aide médicale de l'État,Réaffectation aux organismes de sécurité sociale,2013-01-01,0.0
1678,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2007-01-01,2.0
1679,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2008-01-01,2.0
1680,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2009-01-01,2.0
1681,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2010-01-01,2.0
1682,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2011-01-01,2.0
1683,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2012-01-01,2.0
1684,23,Redevance due par les titulaires de titres d'exploitation de mines d'hydrocarbures liquides ou gazeux,article 31,code minier,Caisse autonome nationale de la sécurité sociale dans les mines,Réaffectation aux organismes de sécurité sociale,2013-01-01,2.0
1685,9893,Contributions pour frais de contrôle,article L. 612-20,code monétaire et financier,Autorité de contrôle prudentiel,Agence de l'État,2010-01-01,162.0
1686,9893,Contributions pour frais de contrôle,article L. 612-20,code monétaire et financier,Autorité de contrôle prudentiel,Agence de l'État,2011-01-01,163.0
1687,9893,Contributions pour frais de contrôle,article L. 612-20,code monétaire et financier,Autorité de contrôle prudentiel,Agence de l'État,2012-01-01,187.0
1688,9893,Contributions pour frais de contrôle,article L. 612-20,code monétaire et financier,Autorité de contrôle prudentiel,Agence de l'État,2013-01-01,163.0
1689,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2007-01-01,54.0
1690,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2008-01-01,65.0
1691,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2009-01-01,48.0
1692,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2010-01-01,50.0
1693,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2011-01-01,81.0
1694,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2012-01-01,80.0
1695,263,Droits et contributions pour frais de contrôle,article L. 621-5-3 et D. 621-27 et suiv.,code monétaire et financier,Autorité des marchés financiers,Agence de l'État,2013-01-01,81.0
1696,279,Taxe piscicole,article 141,code rural,Office national de l'eau et des milieux aquatiques,Agence de l'État,2007-01-01,10.0
1697,9909,Contribution des chambres départementales au financement des chambre régionale d'agriculture,article D. 512-8,code rural et de la pêche maritime,Chambres régionales d'agriculture,Monde consulaire,2010-01-01,0.0
1698,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2007-01-01,4.0
1699,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2008-01-01,4.0
1700,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2009-01-01,4.0
1701,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2010-01-01,4.0
1702,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2011-01-01,4.0
1703,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2012-01-01,4.0
1704,655,Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée,article L. 642-13,code rural et de la pêche maritime,Institut national de l'origine et de la qualité,Agence de l'État,2013-01-01,4.0
1705,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2007-01-01,1.0
1706,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2008-01-01,1.0
1707,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2009-01-01,1.0
1708,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2010-01-01,1.0
1709,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2011-01-01,1.0
1710,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2012-01-01,1.0
1711,45,Taxe spécifique pour la Chambre nationale de la batellerie artisanale,article 93,LFI 1985,Chambre nationale de la batellerie artisanale,Agence de l'État,2013-01-01,1.0
1712,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2007-01-01,120.0
1713,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2008-01-01,125.0
1714,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2009-01-01,129.0
1715,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2010-01-01,125.0
1716,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2011-01-01,138.0
1717,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2012-01-01,140.0
1718,56,"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau",article 124,LFI 1991,Voies navigables de France,Agence de l'État,2013-01-01,149.0
1719,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2007-01-01,18.0
1720,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2008-01-01,18.0
1721,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2009-01-01,18.0
1722,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2010-01-01,20.0
1723,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2011-01-01,20.0
1724,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2012-01-01,20.0
1725,414,Taxe additionnelle à la taxe sur les installations nucléaires de base - Diffusion technologique,article 43 V,LFI 2000 modifié par la loi n°2006-739 du 28 juin 2006,"Groupements d'intérêt public ""Objectif Meuse"" et ""Haute-Marne""",Agence locale,2013-01-01,20.0
1726,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2007-01-01,9.0
1727,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2008-01-01,10.0
1728,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2009-01-01,9.0
1729,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2010-01-01,11.0
1730,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2011-01-01,12.0
1731,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2012-01-01,12.0
1732,70,"Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure",article 44,LFI 2005,"Comité professionnel de développement Cuir, Chaussure, Maroquinerie",Organisme professionnel,2013-01-01,13.0
1733,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2007-01-01,9.0
1734,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2008-01-01,9.0
1735,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2009-01-01,8.0
1736,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2010-01-01,9.0
1737,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2011-01-01,10.0
1738,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2012-01-01,10.0
1739,72,Taxe pour le développement des industries de l'habillement,article 44,LFI 2005,Comité de développement et de promotion de l'habillement,Organisme professionnel,2013-01-01,10.0
1740,435,Produits des jeux exploités par la Française des Jeux,art 53,LFI 2006,Centre national pour le développement du sport,Agence de l'État,2007-01-01,196.0
1741,435,Produits des jeux exploités par la Française des Jeux,art 53,LFI 2006,Centre national pour le développement du sport,Agence de l'État,2008-01-01,226.0
